9,24,12396
9,19,12212
9,20,12118
9,17,12058
9,26,12038
9,4,11985
9,5,11959
9,12,11958
9,27,11926
9,6,11925
9,23,11909
7,2,11905
8,20,11903
7,9,11882
8,30,11867
9,16,11849
9,10,11828
9,18,11819
10,4,11810
8,27,11780
8,15,11746
10,1,11719
7,30,11707
7,3,11698
9,25,11695
7,16,11685
12,30,11644
7,10,11640
8,13,11636
9,9,11623
8,16,11614
8,6,11562
9,30,11560
8,9,11542
8,14,11540
8,22,11538
8,8,11533
9,11,11521
8,29,11515
7,23,11489
12,31,11485
12,27,11484
7,19,11484
7,12,11459
12,17,11453
8,7,11442
8,23,11434
8,12,11424
9,3,11417
7,15,11414
7,26,11399
6,25,11385
8,21,11384
8,28,11368
10,2,11365
2,14,11363
6,28,11360
10,3,11359
10,8,11358
10,15,11353
7,25,11341
6,20,11341
7,8,11340
7,29,11331
9,13,11330
8,26,11324
8,19,11314
12,20,11308
7,1,11302
5,31,11288
11,26,11284
5,7,11267
12,3,11263
4,2,11263
7,17,11243
7,5,11233
7,18,11231
5,29,11225
8,2,11221
6,21,11204
8,1,11202
5,24,11196
10,11,11184
4,19,11178
7,22,11164
8,5,11160
7,11,11148
6,18,11141
4,16,11121
11,5,11119
6,26,11112
7,24,11100
5,14,11099
11,1,11095
6,11,11091
6,27,11066
11,22,11058
10,10,11057
6,14,11047
3,29,11037
4,23,11030
10,7,11024
10,22,11023
6,24,11014
5,10,11005
6,7,10993
12,16,10987
11,12,10984
12,18,10983
12,10,10974
11,15,10971
6,17,10962
5,21,10962
10,9,10959
5,20,10955
5,30,10943
3,8,10927
6,10,10919
3,26,10918
12,19,10917
5,22,10908
11,4,10896
4,30,10894
10,25,10892
3,28,10890
2,12,10889
3,1,10876
11,7,10865
5,28,10865
1,18,10865
6,19,10856
10,18,10849
6,5,10846
5,23,10845
5,17,10845
11,14,10837
11,20,10829
11,25,10816
3,12,10812
10,17,10809
6,6,10805
3,19,10803
11,19,10800
11,8,10798
3,5,10797
3,22,10792
10,29,10790
10,16,10784
10,21,10773
6,4,10772
11,27,10766
5,9,10764
5,15,10762
1,25,10755
4,12,10733
3,14,10732
2,22,10729
5,2,10728
5,1,10727
5,8,10723
11,18,10721
2,26,10718
4,22,10712
10,23,10698
11,6,10695
1,15,10692
3,20,10683
2,15,10681
12,4,10672
4,26,10671
2,27,10671
10,30,10666
3,27,10666
10,24,10657
10,14,10651
5,6,10642
11,21,10638
4,25,10634
3,4,10629
6,12,10620
2,28,10616
12,12,10610
3,15,10610
12,9,10607
4,15,10607
2,5,10607
12,5,10604
1,22,10598
2,11,10597
5,3,10593
3,21,10591
2,1,10591
4,4,10589
2,21,10583
1,29,10582
2,8,10579
12,2,10578
2,19,10572
7,31,10568
4,10,10559
4,3,10554
3,11,10544
4,9,10541
6,3,10538
2,20,10536
2,25,10529
3,18,10516
10,28,10510
3,7,10509
2,7,10508
4,11,10506
2,6,10506
11,13,10505
1,11,10501
1,23,10496
4,17,10493
12,6,10484
4,29,10484
3,6,10475
3,25,10472
1,24,10470
4,18,10464
1,4,10458
12,11,10433
4,24,10413
5,16,10409
1,14,10409
6,13,10402
1,17,10391
11,11,10348
2,4,10338
1,28,10322
1,21,10314
1,30,10308
2,13,10306
3,13,10286
10,31,10246
1,8,10242
4,5,10238
1,16,10199
1,31,10162
5,13,10154
1,10,10150
12,13,10145
9,21,10144
4,8,10135
1,7,10078
1,3,10052
12,26,10022
1,9,9988
2,18,9925
11,29,9922
12,23,9859
4,1,9834
8,31,9832
9,22,9798
8,17,9680
9,28,9584
10,5,9578
9,7,9564
9,14,9542
8,24,9473
7,27,9441
8,3,9413
1,2,9377
7,20,9375
7,6,9326
8,10,9321
8,18,9291
9,15,9281
6,22,9258
12,28,9248
9,29,9236
12,24,9203
6,29,9200
9,2,9183
7,13,9180
7,4,9176
9,1,9145
8,25,9128
7,7,9114
9,8,9072
5,27,9049
8,11,9027
3,9,9010
6,1,8996
6,15,8991
1,19,8982
5,11,8971
7,14,8965
5,18,8950
10,12,8948
7,28,8941
6,8,8936
10,6,8928
5,25,8925
4,27,8925
2,9,8921
12,21,8916
7,21,8914
3,30,8887
2,16,8883
6,30,8877
11,2,8875
3,23,8867
10,19,8847
2,24,8836
2,23,8833
6,16,8831
2,2,8829
3,2,8824
10,27,8823
11,23,8814
8,4,8804
4,20,8797
6,9,8789
11,9,8788
1,26,8774
4,13,8766
4,6,8761
1,12,8759
6,23,8757
5,26,8756
6,2,8753
10,26,8721
11,16,8718
12,14,8706
11,30,8696
3,16,8690
5,4,8680
5,5,8678
1,5,8648
5,12,8643
4,21,8639
2,10,8607
11,24,8581
3,3,8554
12,1,8549
11,17,8545
12,7,8535
12,29,8526
10,13,8515
3,17,8503
10,20,8481
1,6,8477
2,17,8476
3,24,8458
5,19,8453
11,3,8442
1,27,8441
12,8,8394
4,14,8390
2,3,8347
1,20,8345
3,10,8344
11,10,8338
1,1,8335
3,31,8321
12,22,8259
12,15,8253
1,13,8247
11,28,8183
4,7,8136
4,28,8059
12,25,8031
